youth_id,age,youth_county,youth_need_tags,resource_id,resource_name,resource_category,resource_county,eligibility_age_min,eligibility_age_max,matched_need_tags,match_score,default_priority,referral_method,website
YP-0020,13,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R055,Delaware LGBTQ+ Resources and Organizations,LGBTQ+ Support,Statewide,0,99,education,12,Medium,Resource navigation,https://history.delaware.gov/lgbtq-history/local-lgbtq-resources-and-organizations/
YP-0020,13,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R046,Junior Achievement of Delaware,Financial Literacy & Career,Statewide,5,18,career_readiness,12,Medium,School/community program inquiry,https://delaware.ja.org/
YP-0020,13,New Castle,academic_support;career_readiness;case_management;education;general_support;homelessness;housing;independent_living,R042,Mental Health Association in Delaware,Mental Health,Statewide,0,99,education,12,Medium,Program inquiry / referral,https://www.mhainde.org/
YP-0021,13,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;mentorship;positive_adult;postsecondary;professional_skills;resume;transition_support,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,community;education;employment;mentorship,42,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0021,13,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;mentorship;positive_adult;postsecondary;professional_skills;resume;transition_support,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support;housing,33,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0021,13,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;mentorship;positive_adult;postsecondary;professional_skills;resume;transition_support,R017,Big Brothers Big Sisters of Delaware,Mentorship,Statewide,6,18,mentorship;positive_adult,23,High,Enroll youth / mentor match inquiry,https://bbbsde.org/
YP-0021,13,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;mentorship;positive_adult;postsecondary;professional_skills;resume;transition_support,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0021,13,New Castle,GED;career;case_management;community;credentials;education;employment;financial_literacy;general_support;homelessness;housing;independent_living;life_skills;mentorship;positive_adult;postsecondary;professional_skills;resume;transition_support,R055,Delaware LGBTQ+ Resources and Organizations,LGBTQ+ Support,Statewide,0,99,education,12,Medium,Resource navigation,https://history.delaware.gov/lgbtq-history/local-lgbtq-resources-and-organizations/
YP-0022,16,Kent,career;career_pathway;college;employment;general_support;job_training;paid_work;postsecondary,R007,Delaware 211,Resource Navigation,Statewide,0,99,general_support,13,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0022,16,Kent,career;career_pathway;college;employment;general_support;job_training;paid_work;postsecondary,R025,Delaware Department of Labor - Vocational Rehabilitation Transition Services,Disability / Employment,Statewide,14,24,employment,13,High,DVR referral / school referral,https://labor.delaware.gov/divisions/dvr/transition-services/
YP-0022,16,Kent,career;career_pathway;college;employment;general_support;job_training;paid_work;postsecondary,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,employment,13,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0022,16,Kent,career;career_pathway;college;employment;general_support;job_training;paid_work;postsecondary,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,career,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0022,16,Kent,career;career_pathway;college;employment;general_support;job_training;paid_work;postsecondary,R061,Delaware Parent Resources - Higher Education Guide,Education Navigation,Statewide,14,24,college,11,Low,Website navigation / caseworker support,https://delaware.gov/guides/parent-resources/
YP-0023,18,New Castle,academic_support;career_readiness;education;general_support;independent_living;young_adults,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0023,18,New Castle,academic_support;career_readiness;education;general_support;independent_living;young_adults,R002,DSCYF ASSIST / Aftercare 18-21,Aftercare,Statewide,18,21,independent_living,13,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/il-provider-resources/
YP-0023,18,New Castle,academic_support;career_readiness;education;general_support;independent_living;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,education,13,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0023,18,New Castle,academic_support;career_readiness;education;general_support;independent_living;young_adults,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support,12,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0023,18,New Castle,academic_support;career_readiness;education;general_support;independent_living;young_adults,R055,Delaware LGBTQ+ Resources and Organizations,LGBTQ+ Support,Statewide,0,99,education,12,Medium,Resource navigation,https://history.delaware.gov/lgbtq-history/local-lgbtq-resources-and-organizations/
YP-0024,13,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R007,Delaware 211,Resource Navigation,Statewide,0,99,education;general_support,23,High,"Call 211, text zip code to 898-211, or use website",https://delaware211.org/
YP-0024,13,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R018,Boys & Girls Clubs of Delaware - Education and Career,Education & Career,Statewide,6,18,academic_support;career,22,Medium,Join local club / program inquiry,https://www.bgclubs.org/education-and-career
YP-0024,13,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R016,The Warehouse,Teen Center / Engagement,New Castle,13,24,education;employment,22,Medium,Membership / program enrollment,https://teenwarehouse.org/
YP-0024,13,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R055,Delaware LGBTQ+ Resources and Organizations,LGBTQ+ Support,Statewide,0,99,education,12,Medium,Resource navigation,https://history.delaware.gov/lgbtq-history/local-lgbtq-resources-and-organizations/
YP-0024,13,New Castle,academic_support;career;career_readiness;education;employment;general_support;job_training;paid_work,R046,Junior Achievement of Delaware,Financial Literacy & Career,Statewide,5,18,career_readiness,12,Medium,School/community program inquiry,https://delaware.ja.org/
YP-0025,18,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary;young_adults,R022,West End Education and Employment Department,Employment & Education,New Castle,16,24,career_pathway;paid_work;postsecondary,33,High,Program inquiry,https://westendnh.org/programs/academic-education/
YP-0025,18,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary;young_adults,R003,West End Neighborhood House Life Lines,Housing & Case Management,Statewide,16,23,case_management;employment;housing,33,High,Referral or program inquiry,https://westendnh.org/programs/life-lines/
YP-0025,18,New Castle,career;career_pathway;case_management;college;employment;general_support;homelessness;housing;independent_living;job_training;paid_work;postsecondary;young_adults,R002,DSCYF ASSIST / Aftercare 18-21,Aftercare,Statewide,18,21,housing;independent_living,23,High,Caseworker/DFS referral,https://kids.delaware.gov/family-services/il-provider-resources/
